 5328.3	 1.7	mfa
 5353.1	 2.0	mfa
 5378.0	 2.1	mfa
 5403.0	 2.4	mfa
 5428.0	 2.4	mfa
 5453.0	 4.3	mfa
 5478.0	 5.2	mfa
 5503.1	 5.5	mfa
 5528.1	 5.9	mfa
 5553.1	 5.9	mfa
 5578.1	 7.8	mfa
 5603.2	 2.2	mfa
 5628.1	 6.6	mfa
 5653.3	 8.0	mfa
 5678.1	16.5	mfa
 5703.1	15.4	mfa
 5728.1	15.6	mfa
 5753.1	20.5	mfa
 5778.1	16.9	mfa
 5803.1	21.5	mfa
 5828.1	17.4	mfa
 5853.2	 9.2	mfa
 5879.5	11.5	mfa
 5903.2	12.4	mfa
 5928.2	15.3	mfa
 5953.2	 9.0	mfa
 5978.2	17.6	mfa
 6003.2	18.0	mfa
 6028.1	16.9	mfa
 6053.2	21.6	mfa
 6078.1	23.8	mfa
 6103.2	19.7	mfa
 6128.2	 2.8	mfa
 6153.1	 8.7	mfa
 6178.2	 1.3	mfa
 6203.2	17.5	mfa
 6228.1	17.9	mfa
 6253.2	19.8	mfa
 6278.2	18.9	mfa
 6303.2	19.5	mfa
 6328.2	18.4	mfa
 6353.2	18.2	mfa
 6379.0	 7.6	mfa
 6403.2	16.5	mfa
 6428.3	12.5	mfa
 6453.2	15.8	mfa
 6478.2	15.4	mfa
 6503.2	15.5	mfa
 6528.3	14.9	mfa
 6553.2	14.6	mfa
 6578.2	14.0	mfa
 6603.3	13.6	mfa
 6628.2	15.4	mfa
 6653.3	 2.8	mfa
 6678.2	16.3	mfa
 6703.2	20.9	mfa
 6728.2	21.2	mfa
 6753.1	22.0	mfa
 6778.1	23.4	mfa
 6803.1	23.4	mfa
 6828.0	17.3	mfa
 6853.1	19.5	mfa
 6878.1	15.5	mfa
 6903.3	14.3	mfa
 6928.0	18.4	mfa
 6953.0	13.5	mfa
 6978.0	17.9	mfa
 7003.0	14.6	mfa
 7028.0	16.8	mfa
 7053.0	 1.9	mfa
 7077.9	15.9	mfa
 7102.9	18.2	mfa
